num_models,fold,doc_offset,corpus_span,corpus_ent_type,error_type,correct_span,correct_ent_type,notes,time_started,time_stopped,time_elapsed
17,train,444,"[811, 818): 'Ponting'",PER,,,,,,,
17,train,444,"[821, 829): 'Flemming'",PER,,,,,,,
17,train,444,"[832, 841): 'A. Flower'",PER,,,,,,,
17,train,444,"[848, 856): 'Flemming'",PER,,,,,,,
17,train,444,"[859, 870): 'A. Campbell'",PER,,,,,,,
17,train,444,"[887, 897): 'C. Wishart'",PER,,,,,,,
17,train,444,"[900, 905): 'Healy'",PER,,,,,,,
17,train,444,"[908, 915): 'Reiffel'",PER,,,,,,,
17,train,444,"[918, 929): 'G. Whittall'",PER,,,,,,,
17,train,444,"[932, 939): 'Reiffel'",PER,,,,,,,
17,train,444,"[954, 959): 'Healy'",PER,,,,,,,
17,train,444,"[962, 970): 'S. Waugh'",PER,,,,,,,
17,train,444,"[994, 1003): 'P. Strang'",PER,,,,,,,
17,train,444,"[1006, 1014): 'M. Waugh'",PER,,,,,,,
17,train,444,"[1029, 1037): 'M. Waugh'",PER,,,,,,,
17,train,444,"[1053, 1057): 'Hogg'",PER,,,,,,,
17,train,444,"[1060, 1068): 'M. Waugh'",PER,,,,,,,
17,train,444,"[1203, 1210): 'McGrath'",PER,,,,,,,
17,train,444,"[1226, 1234): 'Flemming'",PER,,,,,,,
17,train,444,"[1255, 1262): 'Reiffel'",PER,,,,,,,
17,train,444,"[1279, 1287): 'S. Waugh'",PER,,,,,,,
17,train,444,"[1308, 1312): 'Hogg'",PER,,,,,,,
17,train,444,"[1333, 1341): 'M. Waugh'",PER,,,,,,,
17,train,444,"[1359, 1368): 'Australia'",LOC,,,,,,,
17,train,445,"[20, 29): 'AUSTRALIA'",LOC,,,,,,,
17,train,445,"[50, 58): 'ZIMBABWE'",LOC,,,,,,,
17,train,445,"[60, 67): 'COLOMBO'",LOC,,,,,,,
17,train,445,"[79, 88): 'Australia'",LOC,,,,,,,
17,train,445,"[128, 136): 'Zimbabwe'",LOC,,,,,,,
17,train,445,"[187, 206): 'Singer World Series'",MISC,,,,,,,
17,train,446,"[20, 29): 'AUSTRALIA'",LOC,,,,,,,
17,train,446,"[59, 67): 'ZIMBABWE'",LOC,,,,,,,
17,train,446,"[69, 76): 'COLOMBO'",LOC,,,,,,,
17,train,446,"[88, 97): 'Australia'",LOC,,,,,,,
17,train,446,"[138, 146): 'Zimbabwe'",LOC,,,,,,,
17,train,446,"[197, 216): 'Singer World Series'",MISC,,,,,,,
17,train,446,"[246, 255): 'Australia'",LOC,,,,,,,
17,train,446,"[257, 267): 'Mark Waugh'",PER,,,,,,,
17,train,446,"[269, 283): 'Michael Slater'",PER,,,,,,,
17,train,446,"[285, 298): 'Ricky Ponting'",PER,,,,,,,
17,train,446,"[300, 311): 'Steve Waugh'",PER,,,,,,,
17,train,446,"[313, 323): 'Stuart Law'",PER,,,,,,,
17,train,446,"[325, 338): 'Michael Bevan'",PER,,,,,,,
17,train,446,"[340, 349): 'Ian Healy'",PER,,,,,,,
17,train,446,"[361, 370): 'Brad Hogg'",PER,,,,,,,
17,train,446,"[372, 384): 'Paul Reiffel'",PER,,,,,,,
17,train,446,"[386, 400): 'Damein Fleming'",PER,,,,,,,
17,train,446,"[402, 415): 'Glenn McGrath'",PER,,,,,,,
17,train,446,"[417, 425): 'Zimbabwe'",LOC,,,,,,,
17,train,446,"[427, 444): 'Alistair Campbell'",PER,,,,,,,
17,train,446,"[456, 467): 'Andy Flower'",PER,,,,,,,
17,train,446,"[469, 481): 'Grant Flower'",PER,,,,,,,
17,train,446,"[483, 495): 'Guy Whittall'",PER,,,,,,,
17,train,446,"[497, 508): 'Craig Evans'",PER,,,,,,,
17,train,446,"[510, 522): 'Eddo Brandes'",PER,,,,,,,
17,train,446,"[524, 536): 'Heath Streak'",PER,,,,,,,
17,train,446,"[538, 549): 'Paul Strang'",PER,,,,,,,
17,train,446,"[551, 564): 'Craig Wishart'",PER,,,,,,,
17,train,446,"[566, 574): 'Ali Shah'",PER,,,,,,,
17,train,446,"[576, 587): 'Mark Dekker'",PER,,,,,,,
17,train,447,"[48, 54): 'MAPUTO'",LOC,,,,,,,
17,train,447,"[99, 109): 'Mozambican'",MISC,,,,,,,
17,train,447,"[127, 134): 'Reuters'",ORG,,,,,,,
17,train,447,"[304, 313): 'Nhamavila'",LOC,,,,,,,
17,train,447,"[336, 342): 'Maputo'",LOC,,,,,,,
17,train,447,"[360, 366): 'Maputo'",LOC,,,,,,,
17,train,447,"[373, 381): 'Noticias'",ORG,,,,,,,
17,train,448,"[11, 26): 'Lamonts Apparel'",ORG,,,,,,,
17,train,448,"[76, 84): 'KIRKLAND'",LOC,,,,,,,
17,train,448,"[103, 122): 'Lamonts Apparel Inc'",ORG,,,,,,,
17,train,448,"[255, 262): 'Seattle'",LOC,,,,,,,
17,train,448,"[571, 578): 'Lamonts'",ORG,,,,,,,
17,train,449,"[53, 59): 'France'",LOC,,,,,,,
17,train,449,"[61, 67): 'LONDON'",LOC,,,,,,,
17,train,449,"[181, 189): 'Guernsey'",LOC,,,,,,,
17,train,449,"[193, 200): 'Britain'",LOC,,,,,,,
17,train,449,"[203, 218): 'Channel Islands'",LOC,,,,,,,
17,train,449,"[296, 309): 'Trident Seven'",MISC,,,,,,,
17,train,449,"[320, 326): 'France'",LOC,,,,,,,
17,train,449,"[557, 565): 'Guernsey'",LOC,,,,,,,
17,train,449,"[631, 637): 'Jersey'",LOC,,,,,,,
17,train,449,"[669, 682): 'British-ruled'",MISC,,,,,,,
17,train,449,"[706, 712): 'France'",LOC,,,,,,,
17,train,450,"[11, 15): 'OSCE'",ORG,,,,,,,
17,train,450,"[83, 89): 'Bosnia'",LOC,,,,,,,
17,train,450,"[228, 232): 'OSCE'",ORG,,,,,,,
17,train,450,"[333, 337): 'OSCE'",ORG,,,,,,,
17,train,450,"[593, 624): 'Provisional Election Commission'",ORG,,,,,,,
17,train,450,"[749, 753): 'OSCE'",ORG,,,,,,,
17,train,450,"[766, 780): 'Agota Kuperman'",PER,,,,,,,
17,train,450,"[799, 807): 'Sarajevo'",LOC,,,,,,,
17,train,450,"[1030, 1038): 'Kuperman'",PER,,,,,,,
17,train,450,"[1185, 1189): 'OSCE'",ORG,,,,,,,
17,train,450,"[1212, 1219): 'Bosnian'",MISC,,,,,,,
17,train,450,"[1235, 1266): 'Provisional Election Commission'",ORG,,,,,,,
17,train,450,"[1270, 1274): 'OSCE'",ORG,,,,,,,
17,train,450,"[1431, 1437): 'Bosnia'",LOC,,,,,,,
17,train,450,"[1535, 1538): 'PEC'",ORG,,,,,,,
17,train,450,"[1590, 1596): 'Bosnia'",LOC,,,,,,,
17,train,450,"[1706, 1718): 'Moslem-Croat'",MISC,,,,,,,
17,train,450,"[1723, 1727): 'Serb'",MISC,,,,,,,
17,train,450,"[1752, 1776): 'House of Representatives'",ORG,,,,,,,
17,train,450,"[1833, 1843): 'Dnevi Avaz'",ORG,,,,,,,
17,train,450,"[1863, 1869): 'Bosnia'",LOC,,,,,,,
17,train,450,"[1872, 1878): 'Moslem'",MISC,,,,,,,
17,train,450,"[1891, 1894): 'SDA'",ORG,,,,,,,
17,train,450,"[1921, 1925): 'OSCE'",ORG,,,,,,,
17,train,450,"[2042, 2045): 'SDA'",ORG,,,,,,,
17,train,450,"[2074, 2105): 'Provisional Election Commission'",ORG,,,,,,,
17,train,450,"[2146, 2156): 'Dnevi Avaz'",ORG,,,,,,,
17,train,450,"[2255, 2259): 'OSCE'",ORG,,,,,,,
17,train,450,"[2271, 2275): 'OSCE'",ORG,,,,,,,
17,train,450,"[2292, 2300): 'Sarajevo'",LOC,,,,,,,
17,train,450,"[2347, 2354): 'Frowick'",PER,,,,,,,
17,train,450,"[2449, 2452): 'PEC'",ORG,,,,,,,
17,train,450,"[2541, 2549): 'American'",MISC,,,,,,,
17,train,450,"[2577, 2583): 'Bosnia'",LOC,,,,,,,
17,train,450,"[2585, 2589): 'OSCE'",ORG,,,,,,,
17,train,450,"[2627, 2631): 'Serb'",MISC,,,,,,,
17,train,450,"[2912, 2919): 'Bosnian'",MISC,,,,,,,
17,train,450,"[3068, 3072): 'Serb'",MISC,,,,,,,
17,train,450,"[3126, 3132): 'Bosnia'",LOC,,,,,,,
17,train,450,"[3146, 3150): 'Serb'",MISC,,,,,,,
17,train,450,"[3239, 3243): 'U.N.'",ORG,,,,,,,
17,train,450,"[3268, 3275): 'Balkans'",LOC,,,,,,,
17,train,450,"[3430, 3447): 'Bosia-Hercegovina'",LOC,,,,,,,
17,train,450,"[3458, 3479): 'Soren Jessen-Petersen'",PER,,,,,,,
17,train,450,"[3503, 3507): 'U.N.'",ORG,,,,,,,
17,train,450,"[3542, 3559): 'Former Yugoslavia'",LOC,,,,,,,
17,train,451,"[24, 29): 'Lebed'",PER,,,,,,,
17,train,451,"[44, 51): 'Chechen'",MISC,,,,,,,
17,train,451,"[98, 113): 'Alexander Lebed'",PER,,,,,,,
17,train,451,"[145, 152): 'Chechen'",MISC,,,,,,,
17,train,451,"[174, 187): 'Boris Yeltsin'",PER,,,,,,,
17,train,451,"[371, 378): 'Kremlin'",LOC,,,,,,,
17,train,451,"[501, 508): 'Chechen'",MISC,,,,,,,
17,train,451,"[662, 667): 'Lebed'",PER,,,,,,,
17,train,451,"[834, 840): 'Russia'",LOC,,,,,,,
17,train,451,"[997, 1002): 'Lebed'",PER,,,,,,,
17,train,451,"[1085, 1092): 'Russian'",MISC,,,,,,,
17,train,451,"[1150, 1157): 'Chechen'",MISC,,,,,,,
17,train,451,"[1166, 1172): 'Grozny'",LOC,,,,,,,
17,train,451,"[1473, 1479): 'Moscow'",LOC,,,,,,,
17,train,451,"[1565, 1584): 'Viktor Chernomyrdin'",PER,,,,,,,
17,train,451,"[1634, 1639): 'Lebed'",PER,,,,,,,
17,train,451,"[1642, 1658): 'Security Council'",ORG,,,,,,,
17,train,451,"[1671, 1678): 'Yeltsin'",PER,,,,,,,
17,train,451,"[1724, 1731): 'Yeltsin'",PER,,,,,,,
17,train,451,"[1788, 1794): 'Moscow'",LOC,,,,,,,
17,train,451,"[1829, 1837): 'Chechnya'",LOC,,,,,,,
17,train,451,"[2033, 2038): 'Lebed'",PER,,,,,,,
17,train,451,"[2070, 2078): 'Chechnya'",LOC,,,,,,,
17,train,451,"[2082, 2089): 'Yeltsin'",PER,,,,,,,
17,train,451,"[2236, 2248): 'Chernomyrdin'",PER,,,,,,,
17,train,451,"[2285, 2290): 'Lebed'",PER,,,,,,,
17,train,451,"[2376, 2391): 'Aslan Maskhadov'",PER,,,,,,,
17,train,451,"[2411, 2418): 'Yeltsin'",PER,,,,,,,
17,train,451,"[2462, 2467): 'Lebed'",PER,,,,,,,
17,train,451,"[2525, 2531): 'Moscow'",LOC,,,,,,,
17,train,451,"[2533, 2538): 'Lebed'",PER,,,,,,,
17,train,451,"[2596, 2602): 'Moscow'",LOC,,,,,,,
17,train,451,"[2714, 2723): 'Maskhadov'",PER,,,,,,,
17,train,451,"[2736, 2741): 'Lebed'",PER,,,,,,,
17,train,451,"[2775, 2782): 'Russian'",MISC,,,,,,,
17,train,451,"[2876, 2884): 'Chechens'",MISC,,,,,,,
17,train,451,"[2908, 2917): 'Maskhadov'",PER,,,,,,,
17,train,451,"[2952, 2957): 'Lebed'",PER,,,,,,,
17,train,451,"[2994, 3001): 'Kremlin'",LOC,,,,,,,
17,train,451,"[3212, 3224): 'Chernomyrdin'",PER,,,,,,,
17,train,451,"[3251, 3259): 'Chechnya'",LOC,,,,,,,
17,train,451,"[3350, 3368): 'Russian Federation'",LOC,,,,,,,
17,train,451,"[3382, 3388): 'Moscow'",LOC,,,,,,,
17,train,451,"[3488, 3502): 'North Caucasus'",LOC,,,,,,,
17,train,451,"[3504, 3509): 'Lebed'",PER,,,,,,,
17,train,452,"[11, 18): 'Yeltsin'",PER,,,,,,,
17,train,452,"[43, 51): 'Interfax'",ORG,,,,,,,
17,train,452,"[53, 59): 'MOSCOW'",LOC,,,,,,,
17,train,452,"[89, 102): 'Boris Yeltsin'",PER,,,,,,,
17,train,452,"[189, 197): 'Interfax'",ORG,,,,,,,
17,train,452,"[287, 307): 'Sergei Yastrzhembsky'",PER,,,,,,,
17,train,452,"[395, 403): 'Interfax'",ORG,,,,,,,
17,train,452,"[409, 423): 'Yastrezhembsky'",PER,,,,,,,
17,train,452,"[445, 452): 'Yeltsin'",PER,,,,,,,
17,train,452,"[604, 614): 'B. Yeltsin'",PER,,,,,,,
17,train,452,"[678, 686): 'Interfax'",ORG,,,,,,,
17,train,452,"[694, 708): 'Yastrezhembsky'",PER,,,,,,,
17,train,452,"[723, 730): 'Yeltsin'",PER,,,,,,,
17,train,452,"[824, 830): 'Moscow'",LOC,,,,,,,
17,train,452,"[956, 963): 'Yeltsin'",PER,,,,,,,
17,train,452,"[995, 1001): 'Moscow'",LOC,,,,,,,
17,train,453,"[59, 67): 'BELGRADE'",LOC,,,,,,,
17,train,453,"[103, 109): 'Serbia'",LOC,,,,,,,
17,train,453,"[700, 707): 'Zastava'",ORG,,,,,,,
17,train,453,"[785, 791): 'Serbia'",LOC,,,,,,,
17,train,453,"[796, 806): 'Montenegro'",LOC,,,,,,,
17,train,453,"[840, 850): 'Kragujevac'",LOC,,,,,,,
17,train,453,"[1022, 1037): 'Socialist Party'",ORG,,,,,,,
17,train,453,"[1056, 1062): 'Serbia'",LOC,,,,,,,
17,train,453,"[1347, 1354): 'Reuters'",ORG,,,,,,,
17,train,453,"[1764, 1777): 'Gordana Kukic'",PER,,,,,,,
17,train,453,"[1779, 1796): 'Belgrade Newsroom'",ORG,,,,,,,
17,train,454,"[11, 19): 'Croatian'",MISC,,,,,,,
17,train,454,"[58, 64): 'ZAGREB'",LOC,,,,,,,
17,train,454,"[80, 88): 'Croatian'",MISC,,,,,,,
17,train,454,"[239, 248): 'Interbank'",ORG,,,,,,,
17,train,454,"[703, 710): 'Croatia'",LOC,,,,,,,
17,train,454,"[907, 913): 'German'",MISC,,,,,,,
17,train,454,"[923, 941): 'Kolumbina Bencevic'",PER,,,,,,,
17,train,454,"[943, 958): 'Zagreb Newsroom'",ORG,,,,,,,
17,train,455,"[11, 24): 'SVCD Bulgaria'",ORG,,,,,,,
17,train,455,"[72, 77): 'SOFIA'",LOC,,,,,,,
17,train,455,"[195, 204): 'Bulgarian'",MISC,,,,,,,
17,train,455,"[270, 284): 'Stefan Raichev'",PER,,,,,,,
17,train,455,"[500, 508): 'Bulgaria'",LOC,,,,,,,
17,train,455,"[542, 548): 'Europe'",LOC,,,,,,,
17,train,455,"[557, 563): 'Middle'",LOC,,,,,,,
17,train,455,"[572, 580): 'Far East'",LOC,,,,,,,
17,train,455,"[582, 589): 'Raichev'",PER,,,,,,,
17,train,455,"[644, 659): 'Valentin Valkov'",PER,,,,,,,
17,train,455,"[723, 729): 'Valkov'",PER,,,,,,,
17,train,455,"[800, 815): 'Balkan Airlines'",ORG,,,,,,,
17,train,455,"[901, 908): 'Raichev'",PER,,,,,,,
17,train,455,"[1159, 1166): 'Raichev'",PER,,,,,,,
17,train,455,"[1173, 1180): 'Raichev'",PER,,,,,,,
17,train,455,"[1542, 1561): 'Liliana Semerdjieva'",PER,,,,,,,
17,train,455,"[1563, 1577): 'Sofia Newsroom'",ORG,,,,,,,
17,train,456,"[11, 18): 'Yeltsin'",PER,,,,,,,
17,train,456,"[48, 54): 'MOSCOW'",LOC,,,,,,,
17,train,456,"[93, 100): 'Russian'",MISC,,,,,,,
17,train,456,"[205, 214): 'Itar-Tass'",ORG,,,,,,,
17,train,456,"[243, 247): 'Tass'",ORG,,,,,,,
17,train,456,"[259, 266): 'Kremlin'",LOC,,,,,,,
17,train,456,"[335, 360): 'Central Clinical Hospital'",LOC,,,,,,,
17,train,456,"[393, 400): 'Yeltsin'",PER,,,,,,,
17,train,456,"[455, 469): 'Sergei Mironov'",PER,,,,,,,
17,train,456,"[475, 479): 'Tass'",ORG,,,,,,,
17,train,456,"[551, 557): 'Yelena'",PER,,,,,,,
17,train,456,"[562, 569): 'Tatyana'",PER,,,,,,,
17,train,456,"[594, 607): 'Boris Yeltsin'",PER,,,,,,,
17,train,456,"[851, 858): 'Yeltsin'",PER,,,,,,,
17,train,456,"[866, 872): 'Moscow'",LOC,,,,,,,
17,train,456,"[950, 957): 'Yeltsin'",PER,,,,,,,
17,train,457,"[11, 22): 'Mostostal Z'",ORG,,,,,,,
17,train,457,"[51, 57): 'WARSAW'",LOC,,,,,,,
17,train,457,"[114, 141): 'Mostostal Zabrze Holding SA'",ORG,,,,,,,
17,train,457,"[277, 292): 'Piotr Grabowski'",PER,,,,,,,
17,train,457,"[298, 305): 'Reuters'",ORG,,,,,,,
17,train,457,"[313, 322): 'Mostostal'",ORG,,,,,,,
17,train,457,"[464, 473): 'Mostostal'",ORG,,,,,,,
17,train,457,"[660, 669): 'Mostostal'",ORG,,,,,,,
17,train,457,"[689, 695): 'Poland'",LOC,,,,,,,
17,train,457,"[902, 925): 'Polish Development Bank'",ORG,,,,,,,
17,train,457,"[927, 930): 'PBR'",ORG,,,,,,,
17,train,457,"[1016, 1025): 'Grabowski'",PER,,,,,,,
17,train,457,"[1384, 1393): 'Mostostal'",ORG,,,,,,,
17,train,457,"[1496, 1511): 'Warsaw Newsroom'",ORG,,,,,,,
17,train,458,"[33, 38): 'Dutch'",MISC,,,,,,,
17,train,458,"[49, 59): 'Costa Rica'",LOC,,,,,,,
17,train,458,"[61, 69): 'SAN JOSE'",LOC,,,,,,,
17,train,458,"[71, 81): 'Costa Rica'",LOC,,,,,,,
17,train,458,"[118, 123): 'Dutch'",MISC,,,,,,,
17,train,458,"[161, 171): 'Costa Rica'",LOC,,,,,,,
17,train,458,"[256, 279): 'Humberto Hueite Zyrecha'",PER,,,,,,,
17,train,458,"[368, 382): 'Misael Valerio'",PER,,,,,,,
17,train,458,"[413, 430): 'Security Ministry'",ORG,,,,,,,
17,train,458,"[488, 497): 'Nicaragua'",LOC,,,,,,,
17,train,458,"[554, 564): 'Costa Rica'",LOC,,,,,,,
17,train,458,"[681, 707): 'Aguas Zarcas de San Carlos'",LOC,,,,,,,
17,train,458,"[717, 737): 'Costa Rica-Nicaragua'",LOC,,,,,,,
17,train,458,"[1019, 1026): 'Wisinga'",PER,,,,,,,
17,train,458,"[1105, 1111): 'Europe'",LOC,,,,,,,
17,train,458,"[1126, 1131): 'Swiss'",MISC,,,,,,,
17,train,458,"[1152, 1158): 'German'",MISC,,,,,,,
17,train,458,"[1202, 1216): 'New Year's Day'",MISC,,,,,,,
17,train,458,"[1238, 1248): 'Nicaraguan'",MISC,,,,,,,
17,train,458,"[1261, 1284): 'Regula Susana Siegfried'",PER,,,,,,,
17,train,458,"[1398, 1407): 'Fleuchaus'",PER,,,,,,,
17,train,458,"[1442, 1464): 'Julio Cesar Vega Rojas'",PER,,,,,,,
17,train,458,"[1559, 1570): 'Costa Rican'",MISC,,,,,,,
17,train,459,"[11, 24): 'Interacciones'",ORG,,,,,,,
17,train,459,"[63, 74): 'MEXICO CITY'",LOC,,,,,,,
17,train,459,"[299, 313): 'Alonso Cervera'",PER,,,,,,,
17,train,459,"[667, 680): 'Interacciones'",ORG,,,,,,,
17,train,459,"[1286, 1298): 'Henry Tricks'",PER,,,,,,,
17,train,459,"[1300, 1311): 'Mexico City'",LOC,,,,,,,
17,train,460,"[11, 20): 'Bancomext'",ORG,,,,,,,
17,train,460,"[63, 74): 'MEXICO CITY'",LOC,,,,,,,
17,train,460,"[128, 137): 'Bancomext'",ORG,,,,,,,
17,train,460,"[220, 227): 'Mexican'",MISC,,,,,,,
17,train,460,"[391, 412): 'Rafael Moreno Turrent'",PER,,,,,,,
17,train,461,"[11, 20): 'Colombian'",MISC,,,,,,,
17,train,461,"[60, 66): 'BOGOTA'",LOC,,,,,,,
17,train,461,"[719, 723): 'U.S.'",LOC,,,,,,,
17,train,461,"[920, 942): 'Juan Guillermo Londono'",PER,,,,,,,
17,train,461,"[944, 950): 'Bogota'",LOC,,,,,,,
17,train,462,"[11, 16): 'Japan'",LOC,,,,,,,
17,train,462,"[19, 28): 'Hashimoto'",PER,,,,,,,
17,train,462,"[36, 42): 'Brazil'",LOC,,,,,,,
17,train,462,"[47, 51): 'Peru'",LOC,,,,,,,
17,train,462,"[53, 61): 'BRASILIA'",LOC,,,,,,,
17,train,462,"[73, 81): 'Japanese'",MISC,,,,,,,
17,train,462,"[120, 128): 'Brasilia'",LOC,,,,,,,
17,train,462,"[143, 147): 'Lima'",LOC,,,,,,,
17,train,462,"[182, 196): 'Latin American'",MISC,,,,,,,
17,train,462,"[205, 214): 'Brazilian'",MISC,,,,,,,
17,train,462,"[250, 259): 'Hashimoto'",PER,,,,,,,
17,train,462,"[285, 291): 'Mexico'",LOC,,,,,,,
17,train,462,"[296, 301): 'Chile'",LOC,,,,,,,
17,train,462,"[323, 329): 'Brazil'",LOC,,,,,,,
17,train,462,"[337, 341): 'Peru'",LOC,,,,,,,
17,train,462,"[363, 373): 'Costa Rica'",LOC,,,,,,,
17,train,463,"[11, 21): 'Nicaraguan'",MISC,,,,,,,
17,train,463,"[63, 72): 'Nicaragua'",LOC,,,,,,,
17,train,463,"[105, 121): 'Violeta Chamorro'",PER,,,,,,,
17,train,463,"[158, 171): 'United States'",LOC,,,,,,,
17,train,463,"[267, 289): 'Johns Hopkins Hospital'",LOC,,,,,,,
17,train,463,"[293, 302): 'Baltimore'",LOC,,,,,,,
17,train,463,"[482, 490): 'Chamorro'",PER,,,,,,,
17,train,463,"[567, 576): 'Nicaragua'",LOC,,,,,,,
17,train,463,"[599, 607): 'Chamorro'",PER,,,,,,,
17,train,463,"[663, 669): 'Taiwan'",LOC,,,,,,,
17,train,463,"[708, 734): 'Taipei University Hospital'",LOC,,,,,,,
17,train,463,"[848, 858): 'Washington'",LOC,,,,,,,
17,train,464,"[26, 36): 'Venezuelan'",MISC,,,,,,,
17,train,464,"[55, 64): 'MARACAIBO'",LOC,,,,,,,
17,train,464,"[66, 75): 'Venezuela'",LOC,,,,,,,
17,train,464,"[202, 216): 'Lake Maracaibo'",LOC,,,,,,,
17,train,464,"[228, 237): 'Venezuela'",LOC,,,,,,,
17,train,464,"[304, 319): 'Sanchez Zarraga'",PER,,,,,,,
17,train,464,"[369, 398): 'Civil Defence and Coast Guard'",ORG,,,,,,,
17,train,465,"[11, 26): 'Banco de Mexico'",ORG,,,,,,,
17,train,465,"[54, 65): 'MEXICO CITY'",LOC,,,,,,,
17,train,465,"[311, 322): 'Mexico City'",LOC,,,,,,,
17,train,466,"[11, 16): 'Dutch'",MISC,,,,,,,
17,train,466,"[37, 47): 'Costa Rica'",LOC,,,,,,,
17,train,466,"[49, 57): 'SAN JOSE'",LOC,,,,,,,
17,train,466,"[59, 69): 'Costa Rica'",LOC,,,,,,,
17,train,466,"[126, 136): 'Costa Rica'",LOC,,,,,,,
17,train,466,"[259, 282): 'Humberto Hueite Zyrecha'",PER,,,,,,,
17,train,466,"[413, 430): 'Security Ministry'",ORG,,,,,,,
17,train,466,"[503, 512): 'Nicaragua'",LOC,,,,,,,
17,train,466,"[569, 579): 'Costa Rica'",LOC,,,,,,,
17,train,467,"[11, 15): 'RTRS'",ORG,,,,,,,
17,train,467,"[17, 26): 'Melbourne'",LOC,,,,,,,
17,train,467,"[66, 75): 'MELBOURNE'",LOC,,,,,,,
17,train,467,"[226, 235): 'Melbourne'",LOC,,,,,,,
17,train,467,"[417, 424): 'Reuters'",ORG,,,,,,,
17,train,467,"[428, 456): 'Public Transport Corporation'",ORG,,,,,,,
17,train,467,"[548, 557): 'Melbourne'",LOC,,,,,,,
17,train,467,"[807, 822): 'Bell St Station'",LOC,,,,,,,
17,train,467,"[983, 998): 'Sydney Newsroom'",ORG,,,,,,,
17,train,468,"[43, 51): 'AUCKLAND'",LOC,,,,,,,
17,train,468,"[88, 96): 'Auckland'",LOC,,,,,,,
17,train,468,"[99, 110): 'North Shore'",LOC,,,,,,,
17,train,468,"[164, 193): 'New Zealand Press Association'",ORG,,,,,,,
17,train,468,"[220, 232): 'Dave Pearson'",PER,,,,,,,
17,train,468,"[236, 244): 'Auckland'",LOC,,,,,,,
17,train,468,"[257, 273): 'John Grant Fagan'",PER,,,,,,,
17,train,468,"[397, 402): 'Fagan'",PER,,,,,,,
17,train,468,"[602, 619): 'Radio New Zealand'",ORG,,,,,,,
17,train,468,"[677, 694): 'Northcote College'",ORG,,,,,,,
17,train,468,"[827, 837): 'Wellington'",LOC,,,,,,,
17,train,469,"[38, 46): 'Auckland'",LOC,,,,,,,
17,train,469,"[61, 71): 'WELLINGTON'",LOC,,,,,,,
17,train,469,"[83, 91): 'Auckland'",LOC,,,,,,,
17,train,469,"[250, 267): 'Northcote College'",ORG,,,,,,,
17,train,469,"[541, 551): 'Wellington'",LOC,,,,,,,
17,train,470,"[11, 22): 'SIMEX Brent'",ORG,,,,,,,
17,train,470,"[62, 71): 'SINGAPORE'",LOC,,,,,,,
17,train,470,"[121, 162): 'Singapore International Monetary Exchange'",ORG,,,,,,,
17,train,470,"[164, 169): 'SIMEX'",ORG,,,,,,,
17,train,470,"[209, 213): 'U.K.'",LOC,,,,,,,
17,train,470,"[236, 247): 'SIMEX Brent'",ORG,,,,,,,
17,train,470,"[292, 324): 'International Petroleum Exchange'",ORG,,,,,,,
17,train,470,"[326, 329): 'IPE'",ORG,,,,,,,
17,train,470,"[334, 340): 'London'",LOC,,,,,,,
17,train,470,"[364, 371): 'British'",MISC,,,,,,,
17,train,470,"[406, 415): 'Singapore'",LOC,,,,,,,
17,train,470,"[464, 470): 'London'",LOC,,,,,,,
17,train,470,"[475, 493): 'Singapore Newsroom'",ORG,,,,,,,
17,train,471,"[11, 16): 'Metro'",ORG,,,,,,,
17,train,471,"[52, 61): 'SINGAPORE'",LOC,,,,,,,
17,train,471,"[92, 106): 'Metro Holdings'",ORG,,,,,,,
17,train,471,"[152, 154): 'S$'",MISC,,,,,,,
17,train,471,"[224, 229): 'Metro'",ORG,,,,,,,
17,train,471,"[265, 279): 'Metro Holdings'",ORG,,,,,,,
17,train,471,"[307, 309): 'S$'",MISC,,,,,,,
17,train,471,"[327, 329): 'S$'",MISC,,,,,,,
17,train,471,"[374, 392): 'First Capital Corp'",ORG,,,,,,,
17,train,471,"[460, 469): 'Singapore'",LOC,,,,,,,
17,train,472,"[11, 21): 'Indonesian'",MISC,,,,,,,
17,train,472,"[59, 66): 'JAKARTA'",LOC,,,,,,,
17,train,472,"[228, 237): 'Hong Kong'",LOC,,,,,,,
17,train,472,"[246, 260): 'United Kingdom'",LOC,,,,,,,
17,train,472,"[293, 302): 'Singapore'",LOC,,,,,,,
17,train,472,"[917, 938): 'Megawati Sukarnoputri'",PER,,,,,,,
17,train,472,"[962, 989): 'Indonesian Democratic Party'",ORG,,,,,,,
17,train,472,"[991, 994): 'PDI'",ORG,,,,,,,
17,train,472,"[1063, 1070): 'Jakarta'",LOC,,,,,,,
17,train,472,"[1190, 1198): 'Megawati'",PER,,,,,,,
17,train,473,"[11, 17): 'Senate'",ORG,,,,,,,
17,train,473,"[43, 48): 'Saudi'",MISC,,,,,,,
17,train,473,"[61, 66): 'DUBAI'",LOC,,,,,,,
17,train,473,"[182, 195): 'William Perry'",PER,,,,,,,
17,train,473,"[237, 249): 'Saudi Arabia'",LOC,,,,,,,
17,train,473,"[255, 260): 'Saudi'",MISC,,,,,,,
17,train,473,"[320, 324): 'U.S.'",LOC,,,,,,,
17,train,473,"[346, 352): 'Riyadh'",LOC,,,,,,,
17,train,473,"[358, 365): 'Specter'",PER,,,,,,,
17,train,473,"[397, 401): 'Oman'",LOC,,,,,,,
